SA22023_CODE,SA22023,Type,SA22018_CODE,SA22018
300601,Pohara-Abel Tasman,Many To Many Map,300600,Pohara-Abel Tasman
300700,Takaka Hills,Simple Map,300700,Takaka Hills
300801,Kaiteriteri-Riwaka,Many To Many Map,300800,Kaiteriteri-Riwaka
300801,Kaiteriteri-Riwaka,Many To Many Map,301100,Motueka North
300900,Upper Moutere,Simple Map,300900,Upper Moutere
301000,Lower Moutere,Simple Map,301000,Lower Moutere
301101,Motueka North,Many To Many Map,301100,Motueka North
301200,Motueka West,Simple Map,301200,Motueka West
301301,Motueka East,Many To Many Map,301300,Motueka East
301301,Motueka East,Many To Many Map,301400,Inlets Motueka
301401,Inlets Motueka,Many To Many Map,301400,Inlets Motueka
301500,Golden Downs,Simple Map,301500,Golden Downs
301601,Moutere Hills,Many To Many Map,301600,Moutere Hills
301602,Waimea Inlet,Many To Many Map,301600,Moutere Hills
301602,Waimea Inlet,Many To Many Map,302100,Waimea West
301703,Ruby Bay,Many To Many Map,301700,Ruby Bay-Mapua
301703,Ruby Bay,Many To Many Map,301600,Moutere Hills
301704,Mapua,Many To Many Map,301700,Ruby Bay-Mapua
301800,Murchison-Nelson Lakes,Simple Map,301800,Murchison-Nelson Lakes
301900,Inlet Waimea West,Simple Map,301900,Inlet Waimea West
302000,Islands Tasman District,Simple Map,302000,Islands Tasman District
302101,Waimea West,Many To Many Map,301600,Moutere Hills
302101,Waimea West,Many To Many Map,302100,Waimea West
302201,Appleby (Tasman District),Many To Many Map,302200,Appleby
302201,Appleby (Tasman District),Many To Many Map,302700,Hope
302300,Wakefield,Simple Map,302300,Wakefield
302400,Richmond West (Tasman District),Simple Map,302400,Richmond West (Tasman District)
302500,Wakefield Rural,Simple Map,302500,Wakefield Rural
302600,Brightwater,Simple Map,302600,Brightwater
302701,Hope,Many To Many Map,302700,Hope
302800,Richmond Central (Tasman District),Simple Map,302800,Richmond Central (Tasman District)
302900,Ben Cooper Park,Simple Map,302900,Ben Cooper Park
303001,Richmond South (Tasman District),Many To Many Map,302200,Appleby
303001,Richmond South (Tasman District),Many To Many Map,303000,Richmond South (Tasman District)
303100,Wilkes Park,Simple Map,303100,Wilkes Park
303200,Templemore,Simple Map,303200,Templemore
303300,Easby Park,Simple Map,303300,Easby Park
303400,Fairose,Simple Map,303400,Fairose
303500,Aniseed Valley,Simple Map,303500,Aniseed Valley
303600,Nelson Rural,Simple Map,303600,Nelson Rural
303701,Inlets Nelson City,Many To Many Map,303700,Inlets Nelson City
303800,Marybank,Simple Map,303800,Marybank
303901,Port Nelson,Many To Many Map,303700,Inlets Nelson City
303901,Port Nelson,Many To Many Map,303900,Port Nelson
304000,Nelson Airport,Simple Map,304000,Nelson Airport
304100,Tahunanui,Simple Map,304100,Tahunanui
304200,Britannia,Simple Map,304200,Britannia
304300,Atawhai,Simple Map,304300,Atawhai
304400,Broadgreen-Monaco,Simple Map,304400,Broadgreen-Monaco
304500,Washington,Simple Map,304500,Washington
304600,Tahuna Hills,Simple Map,304600,Tahuna Hills
304700,Nelson Central-Trafalgar,Simple Map,304700,Nelson Central-Trafalgar
304800,The Wood,Simple Map,304800,The Wood
304900,Toi Toi,Simple Map,304900,Toi Toi
305000,Nayland,Simple Map,305000,Nayland
305100,Aldinga,Simple Map,305100,Aldinga
305200,Victory,Simple Map,305200,Victory
305300,Rutherford,Simple Map,305300,Rutherford
305400,Maitlands,Simple Map,305400,Maitlands
305500,Maitai,Simple Map,305500,Maitai
305600,Grampians,Simple Map,305600,Grampians
305700,Saxton,Simple Map,305700,Saxton
305800,Suffolk,Simple Map,305800,Suffolk
305900,Omaio,Simple Map,305900,Omaio
306000,Enner Glynn,Simple Map,306000,Enner Glynn
306100,Daelyn,Simple Map,306100,Daelyn
306200,The Brook,Simple Map,306200,The Brook
306301,Marlborough Sounds West,Many To Many Map,306300,Marlborough Sounds West
306301,Marlborough Sounds West,Many To Many Map,306400,Marlborough Sounds Coastal Marine
306401,Marlborough Sounds Coastal Marine,Many To Many Map,306400,Marlborough Sounds Coastal Marine
306501,Marlborough Sounds East,Many To Many Map,306500,Marlborough Sounds East
306600,Upper Wairau,Simple Map,306600,Upper Wairau
306701,Waikawa (Marlborough District),Many To Many Map,306500,Marlborough Sounds East
306701,Waikawa (Marlborough District),Many To Many Map,306400,Marlborough Sounds Coastal Marine
306701,Waikawa (Marlborough District),Many To Many Map,306700,Waikawa (Marlborough District)
306801,Waitohi (Marlborough District),Many To Many Map,306800,Waitohi (Marlborough District)
306801,Waitohi (Marlborough District),Many To Many Map,306400,Marlborough Sounds Coastal Marine
306900,Tuamarina,Simple Map,306900,Tuamarina
307000,Awatere,Simple Map,307000,Awatere
307100,Renwick,Simple Map,307100,Renwick
307200,Lower Wairau,Simple Map,307200,Lower Wairau
307301,Woodbourne,Many To Many Map,307300,Woodbourne
307400,Spring Creek-Grovetown,Simple Map,307400,Spring Creek-Grovetown
307501,Springlands,Many To Many Map,307300,Woodbourne
307501,Springlands,Many To Many Map,307500,Springlands
307601,Yelverton,Many To Many Map,307300,Woodbourne
307601,Yelverton,Many To Many Map,307600,Yelverton
307700,Mayfield,Simple Map,307700,Mayfield
307801,Whitney West,Many To Many Map,307800,Whitney West
307802,Burleigh,Many To Many Map,307300,Woodbourne
307802,Burleigh,Many To Many Map,307800,Whitney West
307900,Blenheim Central,Simple Map,307900,Blenheim Central
308000,Riversdale-Islington,Simple Map,308000,Riversdale-Islington
308100,Whitney East,Simple Map,308100,Whitney East
308200,Redwoodtown West,Simple Map,308200,Redwoodtown West
308300,Witherlea West,Simple Map,308300,Witherlea West
308400,Redwoodtown East,Simple Map,308400,Redwoodtown East
308500,Riverlands,Simple Map,308500,Riverlands
308600,Witherlea East,Simple Map,308600,Witherlea East
308700,Inlet Wairau River,Simple Map,308700,Inlet Wairau River
308800,Kaikoura Ranges,Simple Map,308800,Kaikoura Ranges
308900,Kaikoura,Simple Map,308900,Kaikoura
309000,Karamea,Simple Map,309000,Karamea
309101,Inlets Buller District,Many To Many Map,309100,Inlets Buller District
309201,Westport North,Many To Many Map,309200,Westport North
309201,Westport North,Many To Many Map,309100,Inlets Buller District
309300,Westport Rural,Simple Map,309300,Westport Rural
309400,Westport South,Simple Map,309400,Westport South
309500,Buller Coalfields,Simple Map,309500,Buller Coalfields
309600,Charleston (Buller District),Simple Map,309600,Charleston (Buller District)
309700,Inangahua,Simple Map,309700,Inangahua
309800,Reefton,Simple Map,309800,Reefton
309900,Barrytown,Simple Map,309900,Barrytown
310000,Runanga,Simple Map,310000,Runanga
310101,Cobden,Many To One Map,310100,Cobden
310102,Inlet Grey River,Many To One Map,310100,Cobden
310200,Blaketown,Simple Map,310200,Blaketown
310300,Greymouth Central,Simple Map,310300,Greymouth Central
310400,King Park,Simple Map,310400,King Park
310500,Marsden,Simple Map,310500,Marsden
310600,Karoro,Simple Map,310600,Karoro
310700,Rutherglen-Camerons,Simple Map,310700,Rutherglen-Camerons
310801,Greymouth Rural,Many To Many Map,310800,Greymouth Rural
310901,Dobson,Many To Many Map,310800,Greymouth Rural
310901,Dobson,Many To Many Map,310900,Dobson
311000,Nelson Creek,Simple Map,311000,Nelson Creek
311101,Lake Brunner,Many To Many Map,311100,Lake Brunner
311101,Lake Brunner,Many To Many Map,310900,Dobson
311200,Haast,Simple Map,311200,Haast
311300,Westland Glaciers-Bruce Bay,Simple Map,311300,Westland Glaciers-Bruce Bay
311401,Arahura-Kumara,Many To Many Map,311700,Hokitika Rural
311401,Arahura-Kumara,Many To Many Map,311400,Arahura-Kumara
311501,Hokitika,Many To Many Map,311500,Hokitika
311501,Hokitika,Many To Many Map,311700,Hokitika Rural
311600,Inlets Westland District,Simple Map,311600,Inlets Westland District
311701,Hokitika Rural,Many To Many Map,311700,Hokitika Rural
311800,Waitaha,Simple Map,311800,Waitaha
311900,Whataroa-Harihari,Simple Map,311900,Whataroa-Harihari
312001,Hokitika Valley-Otira,Many To Many Map,311700,Hokitika Rural
312001,Hokitika Valley-Otira,Many To Many Map,312000,Hokitika Valley-Otira
312100,Hanmer Range,Simple Map,312100,Hanmer Range
312200,Amuri,Simple Map,312200,Amuri
312300,Hanmer Springs,Simple Map,312300,Hanmer Springs
312400,Upper Hurunui,Simple Map,312400,Upper Hurunui
312500,Parnassus,Simple Map,312500,Parnassus
312600,Ashley Forest,Simple Map,312600,Ashley Forest
312700,Omihi,Simple Map,312700,Omihi
312801,Balcairn,Many To Many Map,312800,Balcairn
312901,Amberley,Many To Many Map,312900,Amberley
312901,Amberley,Many To Many Map,312800,Balcairn
313000,Okuku,Simple Map,313000,Okuku
313100,Ashley Gorge,Simple Map,313100,Ashley Gorge
313200,Oxford,Simple Map,313200,Oxford
313300,Starvation Hill-Cust,Simple Map,313300,Starvation Hill-Cust
313400,Loburn,Simple Map,313400,Loburn
313500,Eyrewell,Simple Map,313500,Eyrewell
313600,West Eyreton,Simple Map,313600,West Eyreton
313700,Ashley-Sefton,Simple Map,313700,Ashley-Sefton
313801,Fernside,Many To Many Map,313800,Fernside
313900,Rangiora North West,Simple Map,313900,Rangiora North West
314000,Kingsbury,Simple Map,314000,Kingsbury
314100,Ashgrove,Simple Map,314100,Ashgrove
314200,Rangiora North East,Simple Map,314200,Rangiora North East
314301,Oxford Estate,Many To Many Map,314300,Oxford Estate
314301,Oxford Estate,Many To Many Map,313800,Fernside
314400,Rangiora Central,Simple Map,314400,Rangiora Central
314501,Rangiora South West,Many To Many Map,313800,Fernside
314501,Rangiora South West,Many To Many Map,314500,Rangiora South West
314600,Lilybrook,Simple Map,314600,Lilybrook
314701,Waikuku,Many To One Map,314700,Waikuku
314702,Ravenswood,Many To One Map,314700,Waikuku
314703,Waikuku Beach,Many To One Map,314700,Waikuku
314801,Mandeville,Many To One Map,314800,Mandeville-Ohoka
314802,Ohoka,Many To One Map,314800,Mandeville-Ohoka
314900,Rangiora South East,Simple Map,314900,Rangiora South East
315001,Southbrook,Many To Many Map,313800,Fernside
315001,Southbrook,Many To Many Map,315000,Southbrook
315100,Swannanoa-Eyreton,Simple Map,315100,Swannanoa-Eyreton
315200,Tuahiwi,Simple Map,315200,Tuahiwi
315301,Woodend,Many To Many Map,315300,Woodend
315301,Woodend,Many To Many Map,315600,Pegasus Bay
315400,Pegasus,Simple Map,315400,Pegasus
315500,Clarkville,Simple Map,315500,Clarkville
315601,Pegasus Bay,Many To Many Map,315600,Pegasus Bay
315700,Kaiapoi North West,Simple Map,315700,Kaiapoi North West
315800,Silverstream (Waimakariri District),Simple Map,315800,Silverstream (Waimakariri District)
315901,Sovereign Palms,Many To Many Map,315900,Sovereign Palms
315901,Sovereign Palms,Many To Many Map,315600,Pegasus Bay
316000,Kaiapoi West,Simple Map,316000,Kaiapoi West
316100,Kaiapoi Central,Simple Map,316100,Kaiapoi Central
316200,Kaiapoi South,Simple Map,316200,Kaiapoi South
316300,Kaiapoi East,Simple Map,316300,Kaiapoi East
316401,McLeans Island,Many To Many Map,316400,McLeans Island
316401,McLeans Island,Many To Many Map,317200,Styx
316500,Paparua,Simple Map,316500,Paparua
316600,Yaldhurst,Simple Map,316600,Yaldhurst
316700,Christchurch Airport,Simple Map,316700,Christchurch Airport
316800,Clearwater,Simple Map,316800,Clearwater
316900,Belfast West,Simple Map,316900,Belfast West
317000,Harewood,Simple Map,317000,Harewood
317100,Brooklands-Spencerville,Simple Map,317100,Brooklands-Spencerville
317201,Styx,Many To Many Map,317200,Styx
317301,Belfast East,Many To Many Map,317300,Belfast East
317301,Belfast East,Many To Many Map,318400,Marshland
317400,Northwood,Simple Map,317400,Northwood
317501,Burnside West,Simple Map,317500,Russley
317600,Regents Park,Simple Map,317600,Regents Park
317701,Russley,Many To Many Map,317700,Hawthornden
317800,Bishopdale North,Simple Map,317800,Bishopdale North
317900,Casebrook,Simple Map,317900,Casebrook
318000,Bishopdale West,Simple Map,318000,Bishopdale West
318100,Templeton,Simple Map,318100,Templeton
318200,Islington,Simple Map,318200,Islington
318300,Burnside Park,Simple Map,318300,Burnside Park
318401,Marshland,Many To Many Map,318400,Marshland
318401,Marshland,Many To Many Map,317300,Belfast East
318402,Burlington-Oakbridge,Many To Many Map,318400,Marshland
318501,Avonhead North,Many To Many Map,317700,Hawthornden
318501,Avonhead North,Many To Many Map,318500,Avonhead North
318600,Redwood North,Simple Map,318600,Redwood North
318700,Broomfield,Simple Map,318700,Broomfield
318800,Redwood West,Simple Map,318800,Redwood West
318901,Avonhead West,Many To Many Map,317700,Hawthornden
318901,Avonhead West,Many To Many Map,318900,Avonhead West
319000,Bishopdale South,Simple Map,319000,Bishopdale South
319101,Islington-Hornby Industrial,Many To Many Map,319100,Islington-Hornby Industrial
319101,Islington-Hornby Industrial,Many To Many Map,321900,Awatea North
319200,Burnside,Simple Map,319200,Burnside
319300,Hei Hei,Simple Map,319300,Hei Hei
319400,Papanui North,Simple Map,319400,Papanui North
319500,Avonhead East,Simple Map,319500,Avonhead East
319600,Redwood East,Simple Map,319600,Redwood East
319700,Avonhead South,Simple Map,319700,Avonhead South
319800,Riccarton Racecourse,Simple Map,319800,Riccarton Racecourse
319900,Bryndwr North,Simple Map,319900,Bryndwr North
320000,Northlands (Christchurch City),Simple Map,320000,Northlands (Christchurch City)
320100,Papanui West,Simple Map,320100,Papanui West
320200,Ilam North,Simple Map,320200,Ilam North
320300,Hornby West,Simple Map,320300,Hornby West
320400,Hornby Central,Simple Map,320400,Hornby Central
320501,Northcote (Christchurch City),Many To Many Map,320500,Northcote (Christchurch City)
320501,Northcote (Christchurch City),Many To Many Map,321700,Mairehau North
320600,Jellie Park,Simple Map,320600,Jellie Park
320700,Ilam South,Simple Map,320700,Ilam South
320800,Bryndwr South,Simple Map,320800,Bryndwr South
320900,Papanui East,Simple Map,320900,Papanui East
321000,Sockburn North,Simple Map,321000,Sockburn North
321101,Hornby South,Many To Many Map,321100,Hornby South
321102,Branston,Many To Many Map,321100,Hornby South
321102,Branston,Many To Many Map,321900,Awatea North
321200,Ilam University,Simple Map,321200,Ilam University
321301,Prestons,Many To Many Map,321300,Prestons
321302,Prestons Park,Many To Many Map,324000,Travis Wetlands
321302,Prestons Park,Many To Many Map,321300,Prestons
321400,Strowan,Simple Map,321400,Strowan
321500,Fendalton,Simple Map,321500,Fendalton
321600,Waitikiri,Simple Map,321600,Waitikiri
321701,Mairehau North,Many To Many Map,321700,Mairehau North
321701,Mairehau North,Many To Many Map,320500,Northcote (Christchurch City)
321800,Bush Inn,Simple Map,321800,Bush Inn
321901,Awatea North,Many To Many Map,321900,Awatea North
322000,Upper Riccarton,Simple Map,322000,Upper Riccarton
322100,Malvern,Simple Map,322100,Malvern
322200,Rutland,Simple Map,322200,Rutland
322300,Sockburn South,Simple Map,322300,Sockburn South
322400,Deans Bush,Simple Map,322400,Deans Bush
322500,Wigram North,Simple Map,322500,Wigram North
322600,Holmwood,Simple Map,322600,Holmwood
322700,Wharenui,Simple Map,322700,Wharenui
322800,Wigram West,Simple Map,322800,Wigram West
322900,Awatea South,Simple Map,322900,Awatea South
323000,Merivale,Simple Map,323000,Merivale
323100,Mairehau South,Simple Map,323100,Mairehau South
323200,Mona Vale,Simple Map,323200,Mona Vale
323300,Riccarton West,Simple Map,323300,Riccarton West
323400,Shirley West,Simple Map,323400,Shirley West
323500,Middleton,Simple Map,323500,Middleton
323600,Wigram South,Simple Map,323600,Wigram South
323700,Queenspark,Simple Map,323700,Queenspark
323800,St Albans North,Simple Map,323800,St Albans North
323900,St Albans West,Simple Map,323900,St Albans West
324001,Burwood North,Many To Many Map,324000,Travis Wetlands
324100,Wigram East,Simple Map,324100,Wigram East
324200,Riccarton Central,Simple Map,324200,Riccarton Central
324300,Oaklands West,Simple Map,324300,Oaklands West
324400,Riccarton South,Simple Map,324400,Riccarton South
324501,Halswell West,Many To Many Map,324500,Halswell West
324502,Halswell South West,Many To Many Map,324500,Halswell West
324502,Halswell South West,Many To Many Map,326300,Oaklands East
324600,Shirley East,Simple Map,324600,Shirley East
324700,Broken Run,Simple Map,324700,Broken Run
324800,St Albans East,Simple Map,324800,St Albans East
324900,Hagley Park,Simple Map,324900,Hagley Park
325000,Hillmorton,Simple Map,325000,Hillmorton
325100,Parklands,Simple Map,325100,Parklands
325200,Riccarton East,Simple Map,325200,Riccarton East
325301,Edgeware North,Many To One Map,325300,Edgeware
325302,Edgeware South,Many To One Map,325300,Edgeware
325400,Aidanfield,Simple Map,325400,Aidanfield
325500,Tower Junction,Simple Map,325500,Tower Junction
325601,Burwood South,Simple Map,325600,Burwood
325700,Christchurch Central-West,Simple Map,325700,Christchurch Central-West
325800,Christchurch Central-North,Simple Map,325800,Christchurch Central-North
325900,Richmond North (Christchurch City),Simple Map,325900,Richmond North (Christchurch City)
326000,Waimairi Beach,Simple Map,326000,Waimairi Beach
326100,Addington West,Simple Map,326100,Addington West
326200,Otakaro-Avon River Corridor,Simple Map,326200,Otakaro-Avon River Corridor
326301,Oaklands East,Many To Many Map,326300,Oaklands East
326400,Addington North,Simple Map,326400,Addington North
326500,Dallington,Simple Map,326500,Dallington
326600,Christchurch Central,Simple Map,326600,Christchurch Central
326701,Hoon Hay West,Many To Many Map,327300,Halswell North
326701,Hoon Hay West,Many To Many Map,326700,Hoon Hay West
326800,Richmond South (Christchurch City),Simple Map,326800,Richmond South (Christchurch City)
326900,Spreydon West,Simple Map,326900,Spreydon West
327000,Christchurch Central-East,Simple Map,327000,Christchurch Central-East
327100,Christchurch Central-South,Simple Map,327100,Christchurch Central-South
327200,North Beach,Simple Map,327200,North Beach
327301,Halswell North,Many To Many Map,327300,Halswell North
327400,Addington East,Simple Map,327400,Addington East
327500,Avondale (Christchurch City),Simple Map,327500,Avondale (Christchurch City)
327600,Spreydon North,Simple Map,327600,Spreydon North
327700,Hoon Hay East,Simple Map,327700,Hoon Hay East
327800,Avonside,Simple Map,327800,Avonside
327901,Stanmore,Many To One Map,327900,Linwood West
327902,Linwood Central,Many To One Map,327900,Linwood West
328001,Halswell South,Many To Many Map,328000,Halswell South
328100,Sydenham Central,Simple Map,328100,Sydenham Central
328200,Spreydon South,Simple Map,328200,Spreydon South
328300,Rawhiti,Simple Map,328300,Rawhiti
328400,Wainoni,Simple Map,328400,Wainoni
328500,Linwood North,Simple Map,328500,Linwood North
328600,Aranui,Simple Map,328600,Aranui
328700,Sydenham West,Simple Map,328700,Sydenham West
328800,Lancaster Park,Simple Map,328800,Lancaster Park
328900,Phillipstown,Simple Map,328900,Phillipstown
329001,Kennedys Bush,Many To Many Map,329000,Kennedys Bush
329002,Halswell South East,Many To Many Map,328000,Halswell South
329002,Halswell South East,Many To Many Map,329000,Kennedys Bush
329100,Somerfield East,Simple Map,329100,Somerfield East
329200,Somerfield West,Simple Map,329200,Somerfield West
329300,Linwood East,Simple Map,329300,Linwood East
329400,Sydenham North,Simple Map,329400,Sydenham North
329500,Hoon Hay South,Simple Map,329500,Hoon Hay South
329600,Charleston (Christchurch City),Simple Map,329600,Charleston (Christchurch City)
329700,Sydenham South,Simple Map,329700,Sydenham South
329800,Bexley,Simple Map,329800,Bexley
329900,Waltham,Simple Map,329900,Waltham
330000,Westmorland,Simple Map,330000,Westmorland
330100,Woolston North,Simple Map,330100,Woolston North
330200,New Brighton,Simple Map,330200,New Brighton
330300,Cashmere West,Simple Map,330300,Cashmere West
330400,Bromley South,Simple Map,330400,Bromley South
330500,Ensors,Simple Map,330500,Ensors
330600,Beckenham,Simple Map,330600,Beckenham
330700,Bromley North,Simple Map,330700,Bromley North
330800,St Martins,Simple Map,330800,St Martins
330900,Opawa,Simple Map,330900,Opawa
331000,Woolston West,Simple Map,331000,Woolston West
331100,Woolston East,Simple Map,331100,Woolston East
331200,Huntsbury,Simple Map,331200,Huntsbury
331300,Cashmere East,Simple Map,331300,Cashmere East
331400,Hillsborough (Christchurch City),Simple Map,331400,Hillsborough (Christchurch City)
331500,Woolston South,Simple Map,331500,Woolston South
331600,Port Hills,Simple Map,331600,Port Hills
331700,South New Brighton,Simple Map,331700,South New Brighton
331801,Brookhaven-Ferrymead,Many To Many Map,331800,Brookhaven-Ferrymead
331900,Heathcote Valley,Simple Map,331900,Heathcote Valley
332000,Mount Pleasant,Simple Map,332000,Mount Pleasant
332100,Redcliffs,Simple Map,332100,Redcliffs
332200,Governors Bay,Simple Map,332200,Governors Bay
332301,Inlets other Christchurch City,Many To Many Map,331800,Brookhaven-Ferrymead
332301,Inlets other Christchurch City,Many To Many Map,332300,Inlets other Christchurch City
332400,Clifton Hill,Simple Map,332400,Clifton Hill
332501,Lyttelton,Many To Many Map,332500,Lyttelton
332501,Lyttelton,Many To Many Map,332600,Inlet Port Lyttelton
332601,Inlet Port Lyttelton,Many To Many Map,332600,Inlet Port Lyttelton
332700,Sumner,Simple Map,332700,Sumner
332801,Teddington,Many To Many Map,332800,Teddington
332801,Teddington,Many To Many Map,332900,Diamond Harbour
332901,Diamond Harbour,Many To Many Map,332900,Diamond Harbour
332901,Diamond Harbour,Many To Many Map,333200,Eastern Bays-Banks Peninsula
333000,Inland water Lake Ellesmere/Te Waihora South,Simple Map,333000,Inland water Lake Ellesmere/Te Waihora South
333100,Banks Peninsula South,Simple Map,333100,Banks Peninsula South
333201,Banks Peninsula Eastern Bays,Many To Many Map,333200,Eastern Bays-Banks Peninsula
333300,Akaroa Harbour,Simple Map,333300,Akaroa Harbour
333400,Inlet Akaroa Harbour,Simple Map,333400,Inlet Akaroa Harbour
333500,Akaroa,Simple Map,333500,Akaroa
333600,Craigieburn,Simple Map,333600,Craigieburn
333700,Torlesse,Simple Map,333700,Torlesse
333800,Glenroy-Hororata,Simple Map,333800,Glenroy-Hororata
333901,Glentunnel,Many To Many Map,333900,Glentunnel
334001,Darfield,Many To Many Map,334000,Darfield
334001,Darfield,Many To Many Map,333900,Glentunnel
334100,Kirwee,Simple Map,334100,Kirwee
334200,Bankside,Simple Map,334200,Bankside
334300,Charing Cross,Simple Map,334300,Charing Cross
334400,Halkett,Simple Map,334400,Halkett
334501,Newtons Road,Many To Many Map,334500,Newtons Road
334501,Newtons Road,Many To Many Map,334600,West Melton
334601,West Melton,Many To Many Map,334600,West Melton
334700,Burnham Camp,Simple Map,334700,Burnham Camp
334801,Rolleston Izone,Many To Many Map,334800,Rolleston Izone
334801,Rolleston Izone,Many To Many Map,334500,Newtons Road
334901,Rolleston North Central,Simple Map,334900,Rolleston North West
335001,Springston,Many To Many Map,335000,Springston
335101,Rolleston Central,Many To Many Map,335300,Rolleston South West
335101,Rolleston Central,Many To Many Map,335100,Rolleston Central
335201,Rolleston Tauwharekakaho,Many To Many Map,335200,Rolleston North East
335201,Rolleston Tauwharekakaho,Many To Many Map,335100,Rolleston Central
335202,Rolleston North East,Many To Many Map,335200,Rolleston North East
335301,Rolleston South West,Many To Many Map,335300,Rolleston South West
335302,Rolleston South Central,Many To Many Map,335300,Rolleston South West
335400,Southbridge,Simple Map,335400,Southbridge
335501,Faringdon,Many To One Map,335500,Rolleston South East
335502,Rolleston South East,Many To One Map,335500,Rolleston South East
335600,Trents,Simple Map,335600,Trents
335701,Prebbleton North,Many To Many Map,335700,Prebbleton
335702,Prebbleton South,Many To Many Map,335700,Prebbleton
335702,Prebbleton South,Many To Many Map,335900,Ladbrooks
335800,Irwell,Simple Map,335800,Irwell
335901,Ladbrooks,Many To Many Map,335900,Ladbrooks
336001,Lincoln West,Many To Many Map,336000,Lincoln West
336002,Lincoln South,Many To Many Map,335000,Springston
336002,Lincoln South,Many To Many Map,336000,Lincoln West
336101,Lincoln North,Many To One Map,336100,Lincoln East
336102,Lincoln East,Many To One Map,336100,Lincoln East
336200,Leeston,Simple Map,336200,Leeston
336301,Tai Tapu,Simple Map,336300,Tai Tapu
336400,Motukarara,Simple Map,336400,Motukarara
336500,Inland water Lake Ellesmere/Te Waihora North,Simple Map,336500,Inland water Lake Ellesmere/Te Waihora North
336600,Ashburton Lakes,Simple Map,336600,Ashburton Lakes
336701,Cairnbrae,Many To Many Map,336700,Cairnbrae
336800,Ashburton Forks,Simple Map,336800,Ashburton Forks
336901,Methven,Many To Many Map,336700,Cairnbrae
336901,Methven,Many To Many Map,336900,Methven
337000,Ealing-Lowcliffe,Simple Map,337000,Ealing-Lowcliffe
337100,Eiffelton,Simple Map,337100,Eiffelton
337200,Chertsey,Simple Map,337200,Chertsey
337301,Winchmore-Wakanui,Many To Many Map,337300,Winchmore-Wakanui
337400,Allenton North,Simple Map,337400,Allenton North
337500,Allenton South,Simple Map,337500,Allenton South
337600,Rakaia,Simple Map,337600,Rakaia
337700,Ashburton North,Simple Map,337700,Ashburton North
337800,Allenton East,Simple Map,337800,Allenton East
337900,Tinwald North,Simple Map,337900,Tinwald North
338000,Ashburton Central,Simple Map,338000,Ashburton Central
338100,Ashburton West,Simple Map,338100,Ashburton West
338200,Tinwald South,Simple Map,338200,Tinwald South
338300,Ashburton East,Simple Map,338300,Ashburton East
338401,Netherby,Many To Many Map,337300,Winchmore-Wakanui
338401,Netherby,Many To Many Map,338400,Netherby
338501,Hampstead,Many To Many Map,338500,Hampstead
338501,Hampstead,Many To Many Map,337300,Winchmore-Wakanui
338600,Ben McLeod,Simple Map,338600,Ben McLeod
338700,Arundel,Simple Map,338700,Arundel
338800,Levels Valley,Simple Map,338800,Levels Valley
338901,Geraldine,Many To Many Map,339000,Rangitata
338901,Geraldine,Many To Many Map,338900,Geraldine
339002,Rangitata,Many To Many Map,339000,Rangitata
339100,Waitohi (Timaru District),Simple Map,339100,Waitohi (Timaru District)
339200,Pleasant Point,Simple Map,339200,Pleasant Point
339300,Temuka West,Simple Map,339300,Temuka West
339400,Hadlow,Simple Map,339400,Hadlow
339500,Levels,Simple Map,339500,Levels
339600,Temuka East,Simple Map,339600,Temuka East
339700,Gleniti North,Simple Map,339700,Gleniti North
339800,Washdyke,Simple Map,339800,Washdyke
339900,Fairview,Simple Map,339900,Fairview
340000,Gleniti South,Simple Map,340000,Gleniti South
340100,Glenwood,Simple Map,340100,Glenwood
340200,Marchwiel West,Simple Map,340200,Marchwiel West
340300,Marchwiel East,Simple Map,340300,Marchwiel East
340400,Highfield North,Simple Map,340400,Highfield North
340500,Highfield South,Simple Map,340500,Highfield South
340601,Waimataitai-Maori Hill,Many To Many Map,340600,Waimataitai-Maori Hill
340700,Fraser Park,Simple Map,340700,Fraser Park
340801,Seaview,Many To Many Map,341100,Timaru Central
340801,Seaview,Many To Many Map,340800,Seaview
340900,Inlet Port Timaru,Simple Map,340900,Inlet Port Timaru
341000,Watlington,Simple Map,341000,Watlington
341101,Timaru Central,Many To Many Map,341100,Timaru Central
341201,Timaru East,Many To Many Map,340600,Waimataitai-Maori Hill
341201,Timaru East,Many To Many Map,341200,Timaru East
341300,Parkside,Simple Map,341300,Parkside
341400,Kensington (Timaru District),Simple Map,341400,Kensington (Timaru District)
341501,Mackenzie Lakes,Many To Many Map,341800,Twizel
341501,Mackenzie Lakes,Many To Many Map,341500,Mackenzie Lakes
341600,Inland water Lake Pukaki,Simple Map,341600,Inland water Lake Pukaki
341700,Inland water Lake Tekapo,Simple Map,341700,Inland water Lake Tekapo
341801,Twizel,Many To Many Map,341800,Twizel
341801,Twizel,Many To Many Map,341500,Mackenzie Lakes
341900,Opua (Mackenzie District),Simple Map,341900,Opua (Mackenzie District)
342000,Fairlie,Simple Map,342000,Fairlie
342100,Hakataramea,Simple Map,342100,Hakataramea
342200,Maungati,Simple Map,342200,Maungati
342300,Lyalldale,Simple Map,342300,Lyalldale
342400,Makikihi-Willowbridge,Simple Map,342400,Makikihi-Willowbridge
342500,Waimate North,Simple Map,342500,Waimate North
342600,Morven-Glenavy-Ikawai,Simple Map,342600,Morven-Glenavy-Ikawai
342700,Waimate West,Simple Map,342700,Waimate West
