"SA32023_V1_00_usual_residence_address","SA32023_V1_00_NAME_usual_residence_address","SA32023_V1_00_NAME_ASCII_usual_residence_address","SA32023_V1_00_workplace_address","SA32023_V1_00_NAME_workplace_address","SA32023_V1_00_NAME_ASCII_workplace_address","2018_Work_at_home","2018_Drive_a_private_car_truck_or_van","2018_Drive_a_company_car_truck_or_van","2018_Passenger_in_a_car_truck_van_or_company_bus","2018_Public_bus","2018_Train","2018_Bicycle","2018_Walk_or_jog","2018_Ferry","2018_Other","2018_Total_stated","2023_Work_at_home","2023_Drive_a_private_car_truck_or_van","2023_Drive_a_company_car_truck_or_van","2023_Passenger_in_a_car_truck_van_or_company_bus","2023_Public_bus","2023_Train","2023_Bicycle","2023_Walk_or_jog","2023_Ferry","2023_Other","2023_Total_stated"
"Total","Total","Total","61390","Darfield","Darfield",468,705,183,27,0,0,33,75,0,24,1512,636,834,207,27,6,0,33,72,0,30,1842
"61400","Selwyn District North","Selwyn District North","Total","Total","Total",846,1689,396,60,6,0,18,66,0,21,3099,1086,2256,528,66,15,3,12,60,0,36,4062
"Total","Total","Total","61400","Selwyn District North","Selwyn District North",846,768,171,48,0,0,12,63,0,15,1932,1086,1512,240,96,9,0,27,54,0,30,3057
"61410","Selwyn District South West","Selwyn District South West","Total","Total","Total",636,804,222,30,3,0,12,51,0,162,1917,666,1026,246,36,9,0,15,36,0,195,2232
"Total","Total","Total","61410","Selwyn District South West","Selwyn District South West",636,837,204,75,6,0,12,48,0,162,1980,666,1320,225,108,6,0,15,39,0,183,2562
"61420","Selwyn District South East","Selwyn District South East","Total","Total","Total",768,1722,345,60,9,3,105,255,0,33,3297,858,2067,459,69,18,0,69,183,0,42,3765
"Total","Total","Total","61420","Selwyn District South East","Selwyn District South East",768,1464,213,45,3,0,102,276,0,33,2904,858,1740,261,45,9,0,84,180,0,48,3225
"61430","Rolleston North East","Rolleston North East","Total","Total","Total",228,1266,336,45,21,3,24,42,0,12,1974,411,1674,339,81,48,0,27,78,0,15,2676
"Total","Total","Total","61430","Rolleston North East","Rolleston North East",228,1683,336,114,30,0,45,87,0,15,2538,411,3357,669,189,42,0,78,156,0,39,4941
"61440","Rolleston North West","Rolleston North West","Total","Total","Total",369,1959,435,75,39,0,30,51,0,21,2979,621,2523,549,135,69,3,54,87,3,33,4077
"Total","Total","Total","61440","Rolleston North West","Rolleston North West",369,204,51,3,3,0,6,15,0,0,651,621,285,72,12,3,0,12,15,0,6,1029
"61450","Rolleston South West","Rolleston South West","Total","Total","Total",318,1563,399,81,24,0,15,21,0,15,2430,810,3294,642,150,84,3,33,54,0,30,5100
"Total","Total","Total","61450","Rolleston South West","Rolleston South West",318,234,39,3,0,0,6,12,0,0,615,810,687,90,24,3,0,18,45,0,6,1683
"61460","Selwyn District East","Selwyn District East","Total","Total","Total",936,2277,618,72,45,0,75,36,0,24,4080,1278,3135,771,108,87,0,111,57,0,48,5589
"Total","Total","Total","61460","Selwyn District East","Selwyn District East",936,615,225,33,3,0,15,27,0,6,1854,1278,1161,345,60,12,0,27,45,0,15,2946
"61470","Rolleston South East","Rolleston South East","Total","Total","Total",33,69,21,3,3,0,3,3,0,0,135,528,1992,378,96,57,0,24,18,0,27,3111
"Total","Total","Total","61470","Rolleston South East","Rolleston South East",33,33,6,6,0,0,3,3,0,0,81,528,126,42,12,0,0,3,6,0,3,726
"61480","Lincoln","Lincoln","Total","Total","Total",360,1503,348,42,57,0,63,132,0,9,2511,903,3231,705,102,120,0,123,201,0,33,5421
"Total","Total","Total","61480","Lincoln","Lincoln",360,1206,87,42,30,0,72,129,0,6,1935,903,2214,180,75,63,3,138,186,0,18,3780
"61500","Ashburton District West","Ashburton District West","Total","Total","Total",1179,981,360,33,0,0,48,120,0,180,2898,1212,1110,441,48,0,0,54,144,0,243,3249
"Total","Total","Total","61500","Ashburton District West","Ashburton District West",1179,780,321,30,0,0,45,114,0,171,2643,1212,906,405,48,0,0,54,138,0,219,2985
"61510","Ashburton District East","Ashburton District East","Total","Total","Total",1665,1479,516,51,0,0,21,99,3,345,4185,1584,1815,627,78,3,0,30,87,0,333,4557
"Total","Total","Total","61510","Ashburton District East","Ashburton District East",1665,1257,378,96,0,0,30,87,0,354,3867,1584,1689,561,138,3,3,30,84,0,333,4425
"61520","Ashburton North","Ashburton North","Total","Total","Total",93,246,105,12,0,0,6,9,0,6,477,117,306,117,15,0,0,9,9,0,6,576
"Total","Total","Total","61520","Ashburton North","Ashburton North",93,705,198,42,0,0,21,12,0,12,1086,117,894,312,42,0,0,18,15,0,21,1419
"61530","Allenton","Allenton","Total","Total","Total",303,1704,483,117,0,0,63,120,0,12,2799,354,1944,489,102,3,3,84,117,0,24,3117
"Total","Total","Total","61530","Allenton","Allenton",303,969,294,51,0,0,30,99,0,15,1758,354,939,312,45,0,3,39,75,0,9,1779
"61540","Ashburton Centre","Ashburton Centre","Total","Total","Total",105,558,114,36,0,0,30,84,0,6,936,84,714,120,51,0,0,42,117,0,15,1146
"Total","Total","Total","61540","Ashburton Centre","Ashburton Centre",105,2559,720,156,0,0,81,180,3,42,3852,84,3165,708,207,3,0,135,237,0,75,4614
"61550","Hampstead","Hampstead","Total","Total","Total",87,693,165,66,0,0,30,51,0,24,1110,96,876,183,87,0,0,33,54,0,24,1347
"Total","Total","Total","61550","Hampstead","Hampstead",87,162,33,9,0,0,12,18,0,3,324,96,144,21,3,0,0,3,12,0,0,276
"61560","Tinwald","Tinwald","Total","Total","Total",144,954,267,45,0,0,30,51,0,18,1503,177,1104,297,57,0,0,33,42,0,21,1734
"Total","Total","Total","61560","Tinwald","Tinwald",144,426,132,15,0,0,12,39,0,3,771,177,447,117,21,0,0,21,27,0,6,819
"61570","Netherby","Netherby","Total","Total","Total",78,579,123,54,0,0,15,30,0,9,891,99,708,129,78,0,0,15,33,0,9,1074
"Total","Total","Total","61570","Netherby","Netherby",78,147,54,6,0,0,6,9,0,6,306,99,198,69,6,0,0,3,18,0,3,396
"61580","Timaru District North","Timaru District North","Total","Total","Total",720,1152,288,45,3,0,45,120,0,78,2451,708,1419,366,51,0,0,54,165,0,84,2850
"Total","Total","Total","61580","Timaru District North","Timaru District North",720,945,222,48,0,0,39,114,0,66,2154,708,1125,243,57,0,0,54,159,0,84,2433
"61590","Timaru District South","Timaru District South","Total","Total","Total",780,1737,465,72,0,3,33,72,0,30,3189,822,1944,510,81,3,0,21,54,0,27,3462
"Total","Total","Total","61590","Timaru District South","Timaru District South",780,963,168,78,3,0,18,69,0,24,2100,822,1041,213,90,3,0,15,45,0,21,2247
"61600","Temuka","Temuka","Total","Total","Total",477,1608,273,69,3,0,51,102,3,60,2646,480,1773,345,69,3,0,42,66,0,75,2847
"Total","Total","Total","61600","Temuka","Temuka",477,1707,234,60,3,0,51,96,3,63,2691,480,1731,270,48,0,0,39,69,0,72,2709
"61610","Washdyke","Washdyke","Total","Total","Total",54,282,69,12,3,0,6,18,0,3,441,63,375,63,15,3,0,12,12,0,3,546
"Total","Total","Total","61610","Washdyke","Washdyke",54,1962,660,114,0,0,48,33,0,27,2895,63,2613,876,144,24,0,48,39,0,30,3840
"61620","Gleniti","Gleniti","Total","Total","Total",228,996,276,51,6,0,33,36,0,9,1632,246,1143,330,54,9,0,42,18,0,12,1854
"Total","Total","Total","61620","Gleniti","Gleniti",228,210,39,12,3,0,3,21,0,0,519,246,210,51,3,3,0,3,15,0,3,534
"61630","Marchwiel","Marchwiel","Total","Total","Total",135,798,153,54,9,0,21,69,0,12,1257,117,951,168,63,18,0,27,54,0,15,1416
"Total","Total","Total","61630","Marchwiel","Marchwiel",135,252,30,15,0,0,6,36,0,3,477,117,279,33,15,3,0,12,24,0,3,489
"61640","Waimataitai-Maori Hill","Waimataitai-Maori Hill","Total","Total","Total",120,477,114,36,9,0,18,72,0,6,852,138,582,120,54,9,0,24,69,0,3,996
"Total","Total","Total","61640","Waimataitai-Maori Hill","Waimataitai-Maori Hill",120,408,54,33,6,0,9,78,0,12,717,138,486,54,63,21,0,12,72,0,15,861
"61650","Highfield","Highfield","Total","Total","Total",216,855,189,45,9,0,39,90,0,6,1449,183,1044,216,63,12,3,45,81,0,9,1653
"Total","Total","Total","61650","Highfield","Highfield",216,546,42,27,3,0,12,69,0,9,930,183,540,33,15,9,0,6,57,0,6,846
"61660","Glenwood","Glenwood","Total","Total","Total",75,471,75,30,6,0,15,18,0,9,702,72,558,90,33,6,0,18,21,0,12,807
"Total","Total","Total","61660","Glenwood","Glenwood",75,93,9,3,0,0,3,15,0,3,201,72,117,9,3,6,0,3,18,0,3,228
"61670","Timaru Centre","Timaru Centre","Total","Total","Total",108,546,81,45,9,0,15,81,0,6,888,87,606,111,27,12,0,21,63,0,9,939
"Total","Total","Total","61670","Timaru Centre","Timaru Centre",108,3780,873,192,36,6,147,345,0,48,5538,87,4473,969,213,51,0,147,294,0,81,6318
"61680","Fraser Park","Fraser Park","Total","Total","Total",111,759,162,39,0,0,24,87,0,18,1197,135,849,162,57,15,0,27,69,0,18,1338
"Total","Total","Total","61680","Fraser Park","Fraser Park",111,201,30,9,3,0,9,30,0,3,393,135,195,24,3,0,0,6,24,0,0,387
"61690","Seaview","Seaview","Total","Total","Total",120,489,81,36,3,0,24,96,0,15,867,90,582,111,66,12,0,21,81,0,6,966
"Total","Total","Total","61690","Seaview","Seaview",120,198,27,9,3,0,3,30,0,3,393,90,252,33,15,0,0,3,15,0,3,414
"61700","Watlington","Watlington","Total","Total","Total",99,636,120,30,6,0,18,30,0,6,948,111,690,123,45,6,0,15,33,0,12,1038
"Total","Total","Total","61700","Watlington","Watlington",99,105,21,0,0,0,6,9,0,0,240,111,189,21,9,0,0,6,12,0,3,348
"61710","Parkside","Parkside","Total","Total","Total",123,582,87,48,3,0,21,81,0,9,951,96,672,126,51,6,0,12,87,0,12,1056
"Total","Total","Total","61710","Parkside","Parkside",123,306,69,12,6,0,6,24,0,3,546,96,363,60,12,3,0,9,33,0,0,576
"61730","Mackenzie District","Mackenzie District","Total","Total","Total",825,708,237,66,3,0,87,369,0,27,2322,909,1002,351,69,3,0,90,342,0,24,2790
"Total","Total","Total","61730","Mackenzie District","Mackenzie District",825,687,228,69,6,0,84,378,3,24,2301,909,933,360,63,3,0,96,339,0,21,2724
"61740","Inland water Mackenzie District","Inland water Mackenzie District","Total","Total","Total",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Total","Total","Total","61740","Inland water Mackenzie District","Inland water Mackenzie District",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
"61750","Waimate District Rural","Waimate District Rural","Total","Total","Total",1035,609,192,27,0,3,15,39,0,114,2034,1053,822,279,45,6,0,6,42,0,141,2391
"Total","Total","Total","61750","Waimate District Rural","Waimate District Rural",1035,504,162,45,3,0,15,36,0,111,1911,1053,729,246,129,3,0,3,39,0,129,2340
"61760","Waimate","Waimate","Total","Total","Total",144,576,138,48,0,0,24,87,0,3,1020,138,783,171,33,0,0,18,108,0,6,1260
"Total","Total","Total","61760","Waimate","Waimate",144,450,135,30,0,3,24,90,0,6,873,138,579,156,30,0,0,18,105,0,9,1032
"61780","Chatham Islands","Chatham Islands","Total","Total","Total",93,111,24,12,0,0,0,18,0,6,258,111,138,48,12,0,0,0,15,0,6,327
"Total","Total","Total","61780","Chatham Islands","Chatham Islands",93,114,24,12,0,0,0,18,0,6,261,111,141,54,15,0,0,0,18,0,6,339
"61790","Waitaki District West","Waitaki District West","Total","Total","Total",783,546,156,21,0,0,15,90,0,105,1719,858,600,213,30,0,0,24,78,0,123,1923
"Total","Total","Total","61790","Waitaki District West","Waitaki District West",783,444,162,18,3,0,12,90,0,105,1620,858,498,225,27,3,0,27,75,0,114,1827
"61810","Waitaki District Coast","Waitaki District Coast","Total","Total","Total",783,1020,237,96,3,0,15,72,0,36,2262,840,1323,354,147,9,0,18,66,0,57,2814
"Total","Total","Total","61810","Waitaki District Coast","Waitaki District Coast",783,993,204,219,6,0,15,78,0,39,2337,840,1557,342,378,12,0,21,72,0,66,3288
"61820","Oamaru North","Oamaru North","Total","Total","Total",246,1110,180,81,0,0,30,120,0,24,1788,219,1449,261,138,6,0,39,129,0,21,2262
"Total","Total","Total","61820","Oamaru North","Oamaru North",246,933,144,54,0,0,33,105,0,21,1539,219,1197,273,90,3,0,36,105,0,21,1944
"61830","Weston","Weston","Total","Total","Total",51,276,66,12,0,0,6,3,0,3,423,66,366,87,15,0,0,6,6,0,0,552
"Total","Total","Total","61830","Weston","Weston",51,72,15,3,0,0,3,6,0,0,153,66,75,24,3,0,0,0,9,0,0,180
"61840","Oamaru Centre","Oamaru Centre","Total","Total","Total",75,300,42,36,0,0,15,78,0,6,555,84,471,54,57,3,0,21,75,0,9,774
"Total","Total","Total","61840","Oamaru Centre","Oamaru Centre",75,1707,297,87,0,0,39,204,0,15,2421,84,1881,321,114,6,0,60,195,0,27,2691
"61850","Holmes Hill","Holmes Hill","Total","Total","Total",108,594,96,33,0,0,21,48,0,6,909,144,717,126,45,0,0,21,39,0,12,1101
"Total","Total","Total","61850","Holmes Hill","Holmes Hill",108,204,30,12,0,0,6,24,0,6,390,144,246,39,18,0,3,9,30,0,3,489
"61860","South Hill","South Hill","Total","Total","Total",129,462,93,24,0,0,9,93,0,3,819,159,582,78,54,6,3,15,93,0,6,999
"Total","Total","Total","61860","South Hill","South Hill",129,78,24,6,0,0,0,15,0,0,255,159,93,18,0,0,0,3,21,0,3,297
"61880","Central Otago District West","Central Otago District West","Total","Total","Total",867,1059,297,87,3,0,27,105,0,18,2457,1098,1317,450,87,3,0,27,84,3,27,3090
"Total","Total","Total","61880","Central Otago District West","Central Otago District West",867,885,246,69,3,0,30,93,3,12,2205,1098,1092,318,114,3,0,30,108,3,30,2793
"61890","Central Otago District East","Central Otago District East","Total","Total","Total",936,1149,399,72,0,0,45,126,0,27,2757,1065,1347,492,81,0,0,51,114,0,39,3189
"Total","Total","Total","61890","Central Otago District East","Central Otago District East",936,720,225,42,0,0,39,114,0,24,2103,1065,882,264,54,3,0,48,111,0,33,2451
"61900","Cromwell","Cromwell","Total","Total","Total",426,1335,477,87,3,0,87,171,0,12,2601,576,1755,645,120,3,0,105,189,0,21,3411
"Total","Total","Total","61900","Cromwell","Cromwell",426,1326,537,78,0,0,84,174,0,12,2640,576,1767,774,99,0,3,108,186,0,18,3528
"61910","Alexandra","Alexandra","Total","Total","Total",333,1170,381,93,0,0,138,264,3,6,2388,426,1227,429,90,0,0,123,264,0,15,2577
"Total","Total","Total","61910","Alexandra","Alexandra",333,1572,489,132,0,0,150,282,0,12,2973,426,1704,540,108,0,3,141,267,0,18,3201
"61920","Wānaka Outer","Wanaka Outer","Total","Total","Total",501,795,219,33,0,0,18,45,0,12,1629,744,1143,372,84,0,0,48,63,0,21,2472
"Total","Total","Total","61920","Wānaka Outer","Wanaka Outer",501,408,135,30,0,0,9,42,0,6,1131,744,537,243,42,0,0,21,51,0,18,1650
"61940","Wakatipu Outer","Wakatipu Outer","Total","Total","Total",213,336,87,15,0,0,9,72,0,3,738,285,333,111,18,6,0,15,60,0,6,840
"Total","Total","Total","61940","Wakatipu Outer","Wakatipu Outer",213,300,87,33,12,0,15,102,9,0,777,285,375,132,69,12,0,15,81,6,6,978
"61950","Wānaka","Wanaka","Total","Total","Total",1137,2058,561,144,9,6,231,402,0,27,4575,1740,2808,858,165,3,3,342,345,0,54,6318
"Total","Total","Total","61950","Wānaka","Wanaka",1137,2322,570,141,3,3,228,408,0,21,4833,1740,3285,921,195,6,3,363,351,3,42,6906
"61960","Queenstown Centre","Queenstown Centre","Total","Total","Total",690,2004,426,237,261,3,111,1290,12,45,5079,792,2052,432,147,339,3,189,996,6,51,5004
"Total","Total","Total","61960","Queenstown Centre","Queenstown Centre",690,3195,573,228,417,3,168,1293,9,57,6636,792,3135,597,171,534,0,255,1014,18,60,6573
"61970","Lake Hayes Basin","Lake Hayes Basin","Total","Total","Total",546,1053,318,45,33,0,48,120,0,12,2178,717,1083,312,45,39,0,60,135,0,15,2409
"Total","Total","Total","61970","Lake Hayes Basin","Lake Hayes Basin",546,765,216,48,27,0,48,144,0,12,1803,717,966,297,60,33,0,63,141,0,15,2295
"61980","Frankton (Queenstown-Lakes District)","Frankton (Queenstown-Lakes District)","Total","Total","Total",738,2064,468,126,252,3,147,306,6,36,4149,1239,3084,681,183,360,0,252,393,18,45,6252
"Total","Total","Total","61980","Frankton (Queenstown-Lakes District)","Frankton (Queenstown-Lakes District)",738,2715,786,210,159,0,132,249,3,18,5007,1239,4098,1080,246,285,0,240,372,0,39,7599
"61990","Lake Hayes Estate-Shotover Country","Lake Hayes Estate-Shotover Country","Total","Total","Total",312,1353,321,84,75,0,42,30,3,12,2232,648,2025,507,123,147,0,75,54,0,24,3603
"Total","Total","Total","61990","Lake Hayes Estate-Shotover Country","Lake Hayes Estate-Shotover Country",312,165,69,9,3,0,3,27,0,3,591,648,363,126,9,12,0,15,51,0,3,1227
"62000","Taieri","Taieri","Total","Total","Total",867,1827,453,96,21,3,15,51,3,45,3372,942,2115,603,120,33,0,24,51,0,39,3930
"Total","Total","Total","62000","Taieri","Taieri",867,714,219,36,9,0,9,54,0,24,1926,942,828,231,45,3,0,12,51,0,18,2127
"62010","Dunedin City Coast","Dunedin City Coast","Total","Total","Total",474,1293,240,114,24,0,18,39,0,15,2217,600,1488,327,120,48,0,33,30,0,21,2670
"Total","Total","Total","62010","Dunedin City Coast","Dunedin City Coast",474,438,111,39,9,0,6,36,0,3,1113,600,492,129,57,6,0,6,30,0,6,1326
"62030","Otago Harbour Western Bays","Otago Harbour Western Bays","Total","Total","Total",201,939,141,69,51,0,54,33,0,9,1494,255,1080,156,75,81,0,78,24,0,12,1758
"Total","Total","Total","62030","Otago Harbour Western Bays","Otago Harbour Western Bays",201,102,39,3,0,0,0,3,0,0,351,255,111,27,6,3,0,3,9,0,0,411
"62040","North East Valley","North East Valley","Total","Total","Total",225,1128,102,102,174,3,126,351,0,30,2247,300,1197,87,120,231,0,174,390,0,39,2541
"Total","Total","Total","62040","North East Valley","North East Valley",225,507,33,30,24,0,9,144,0,6,981,300,543,57,42,36,0,15,162,0,9,1158
"62050","Glenleith","Glenleith","Total","Total","Total",57,285,48,24,30,0,9,51,0,9,513,102,333,39,33,45,0,36,39,0,3,630
"Total","Total","Total","62050","Glenleith","Glenleith",57,21,3,0,0,0,0,6,0,0,90,102,36,9,0,0,0,0,3,0,0,150
"62060","Pine Hill-Dalmore","Pine Hill-Dalmore","Total","Total","Total",87,543,57,33,63,0,27,69,0,15,891,111,546,63,60,69,0,36,60,0,12,960
"Total","Total","Total","62060","Pine Hill-Dalmore","Pine Hill-Dalmore",87,48,3,3,0,0,0,9,0,0,153,111,63,3,0,3,0,3,12,0,3,198
"62070","Helensburgh","Helensburgh","Total","Total","Total",60,363,69,24,12,0,3,18,0,6,561,75,381,66,27,30,0,18,27,0,6,630
"Total","Total","Total","62070","Helensburgh","Helensburgh",60,39,18,0,0,0,3,3,0,0,120,75,42,24,0,0,0,0,6,0,0,150
"62080","Opoho","Opoho","Total","Total","Total",75,267,27,24,36,0,33,78,0,6,546,111,288,27,30,36,0,36,96,0,12,633
"Total","Total","Total","62080","Opoho","Opoho",75,30,3,0,0,0,0,9,0,0,126,111,54,0,6,3,0,3,12,0,0,192
"62090","Port Chalmers","Port Chalmers","Total","Total","Total",81,366,42,27,21,3,12,39,0,3,597,102,369,36,24,42,0,18,42,0,3,639
"Total","Total","Total","62090","Port Chalmers","Port Chalmers",81,405,30,15,15,0,9,45,0,9,609,102,441,36,15,3,0,9,39,0,9,657
"62100","Otago Harbour Eastern Bays","Otago Harbour Eastern Bays","Total","Total","Total",207,753,102,42,36,0,24,18,0,9,1194,273,774,90,48,66,0,63,21,0,12,1350
"Total","Total","Total","62100","Otago Harbour Eastern Bays","Otago Harbour Eastern Bays",207,132,21,6,6,3,3,15,0,3,399,273,126,24,9,3,0,12,12,0,3,459
"62110","East Taieri-Wingatui","East Taieri-Wingatui","Total","Total","Total",231,909,264,48,6,0,9,15,0,9,1491,312,1032,306,57,24,0,21,18,0,9,1779
"Total","Total","Total","62110","East Taieri-Wingatui","East Taieri-Wingatui",231,501,177,24,6,0,9,27,0,3,972,312,642,216,24,9,0,21,15,0,3,1239
"62120","Mosgiel East","Mosgiel East","Total","Total","Total",243,1230,267,60,30,0,21,78,0,0,1932,333,1413,336,90,60,0,27,81,3,6,2352
"Total","Total","Total","62120","Mosgiel East","Mosgiel East",243,573,114,18,3,0,9,45,0,3,1014,333,825,156,27,12,0,15,57,0,9,1434
"62130","Mosgiel West","Mosgiel West","Total","Total","Total",180,1125,258,84,24,0,9,123,0,6,1812,228,1353,285,90,60,0,15,114,0,9,2154
"Total","Total","Total","62130","Mosgiel West","Mosgiel West",180,825,111,54,9,0,18,129,3,3,1335,228,948,129,60,18,0,24,144,0,6,1557
"62140","Abbotsford","Abbotsford","Total","Total","Total",126,903,204,48,24,0,9,21,0,12,1350,189,954,243,60,30,0,6,30,0,12,1518
"Total","Total","Total","62140","Abbotsford","Abbotsford",126,90,30,0,3,0,0,3,0,0,252,189,90,30,3,3,0,0,12,0,0,330
"62150","Fairfield (Dunedin City)","Fairfield (Dunedin City)","Total","Total","Total",135,813,192,45,15,0,0,27,0,3,1230,183,855,192,51,30,0,6,21,0,3,1341
"Total","Total","Total","62150","Fairfield (Dunedin City)","Fairfield (Dunedin City)",135,393,99,24,6,0,6,27,0,9,696,183,585,108,42,18,0,0,21,0,9,969
"62160","Green Island","Green Island","Total","Total","Total",81,699,147,30,33,0,3,21,0,6,1020,132,765,162,60,48,3,9,18,0,9,1203
"Total","Total","Total","62160","Green Island","Green Island",81,489,180,27,9,0,3,30,0,6,831,132,492,198,33,21,0,6,33,3,3,924
"62170","Waldronville","Waldronville","Total","Total","Total",105,396,93,21,3,0,3,3,0,0,624,117,450,99,18,6,0,3,3,0,0,696
"Total","Total","Total","62170","Waldronville","Waldronville",105,21,15,0,0,0,0,0,0,3,141,117,33,21,0,0,0,0,0,0,0,174
"62180","Wakari","Wakari","Total","Total","Total",168,1086,159,108,63,0,18,126,0,21,1749,213,1179,159,108,108,0,48,132,0,39,1986
"Total","Total","Total","62180","Wakari","Wakari",168,327,33,18,6,0,9,33,0,0,591,213,333,27,18,21,0,3,30,0,3,648
"62190","Halfway Bush","Halfway Bush","Total","Total","Total",63,522,102,39,18,0,3,21,0,6,768,90,570,96,45,36,0,9,15,0,3,864
